"Year","before COVID-19","COVID-19-baseline projection","COVID-19-downside projection","Forecast before COVID 19"
"2015",741,,
"2016",717,,
"2017",689,,
"2018",660,,
"2019",645,645,645
"2020",,733,614
"2021",,731,588
